tweet,sentiment,tokenized_text,cleaned_text
FD ni emang se JDM itu sih. Cakep sekaliii ?Translate post,positif,"['fd', 'ni', 'emang', 'se', 'jdm', 'itu', 'sih', 'cakep', 'sekaliii', 'translate', 'post']","['fd', 'emang', 'jdm', 'cakep', 'sekaliii']"
"Photo Session, Anggota Aranyacala Trisakti, pada hari Sabtu, tanggal 2 Desember 2023 Jam 14.00 - 21.30 di Universitas Trisakti Plaza dalam rangka Gathering Aranyacala HUT ke 56 Tahun dengan...",netral,"['photo', 'session', 'anggota', 'aranyacala', 'trisakti', 'pada', 'hari', 'sabtu', 'tanggal', '2', 'desember', '2023', 'jam', '1400', '2130', 'di', 'universitas', 'trisakti', 'plaza', 'dalam', 'rangka', 'gathering', 'aranyacala', 'hut', 'ke', '56', 'tahun', 'dengan']","['photo', 'session', 'aranyacala', 'trisakti', 'tanggal', 'desember', '1400', 'universitas', 'trisakti', 'plaza', 'rangka', 'gathering', 'aranyacala', 'hut', '56']"
"Hari ini di Shopee 12.12 Birthday Sale ada ShopeeFood Day! Nikmati promo mulai dari Max Gratis Ongkir, Gebyar Diskon s/d 90% 4X Sehari, & Menu Mulai Rp12 ✨ Nantikan 9 HARI LAGI menuju promo...",positif,"['hari', 'ini', 'di', 'shopee', '1212', 'birthday', 'sale', 'ada', 'shopeefood', 'day', 'nikmati', 'promo', 'mulai', 'dari', 'max', 'gratis', 'ongkir', 'gebyar', 'diskon', 'sd', '90', '4x', 'sehari', 'menu', 'mulai', 'rp12', 'nantikan', '9', 'hari', 'lagi', 'menuju', 'promo']","['1212', 'birthday', 'sale', 'shopeefood', 'day', 'promo', 'max', 'gratis', 'ongkir', 'gebyar', 'diskon', 'sd', '90', '4x', 'sehari', 'menu', 'rp12', 'nantikan', '9', 'promo']"
dengerin diskusi ini aja dulu lah https://x.com/i/broadcasts/1/i/broadcasts/1lPKqbPrqPbGb…,netral,"['dengerin', 'diskusi', 'ini', 'aja', 'dulu', 'lah']","['dengerin', 'diskusi']"
Coba dong jawab pertanyaannya dan Daimin bakal kirimin 200 ribu saldo Astrapay untuk 4 orang yang beruntung! Syaratnya: - Follow @DaihatsuInd - RT & LIKE tweet ini - Reply jawaban sebanyak-banyakny...,netral,"['coba', 'dong', 'jawab', 'pertanyaannya', 'dan', 'daimin', 'bakal', 'kirimin', '200', 'ribu', 'saldo', 'astrapay', 'untuk', '4', 'orang', 'yang', 'beruntung', 'syaratnya', 'follow', 'rt', 'like', 'tweet', 'ini', 'reply', 'jawaban', 'sebanyakbanyakny']","['ribu', 'astrapay', 'beruntung', 'sebanyakbanyakny']"
"Daihatsu Indonesia · @DaihatsuInd. ·. Dec 4, 2023. Coba dong jawab pertanyaannya dan Daimin bakal kirimin 200 ribu saldo Astrapay untuk 4 orang yang beruntung Ingrid (@ingrid_tanaka) on X ICT, Health addicted, foodie, life-long learner",netral,"['daihatsu', 'indonesia', 'dec', '4', '2023', 'coba', 'dong', 'jawab', 'pertanyaannya', 'dan', 'daimin', 'bakal', 'kirimin', '200', 'ribu', 'saldo', 'astrapay', 'untuk', '4', 'orang', 'yang', 'beruntung', 'ingrid', 'on', 'x', 'ict', 'health', 'addicted', 'foodie', 'lifelong', 'learner']","['daihatsu', 'indonesia', 'dec', 'ribu', 'astrapay', 'beruntung', 'ingrid', 'ict', 'health', 'addicted', 'foodie', 'lifelong', 'learner']"
@NarasiNewsroom. ·. Jan 1. Duh terus gimana ya mobil Daihatsu dan Toyota di Indonesia? Tonton sampai habis deh coba | Narasi Daily. Embedded video. 1:30. Martin (@MartinFanany) on X The kopites. You'll Never Walk Alone.,netral,"['jan', '1', 'duh', 'terus', 'gimana', 'ya', 'mobil', 'daihatsu', 'dan', 'toyota', 'di', 'indonesia', 'tonton', 'sampai', 'habis', 'deh', 'coba', 'narasi', 'daily', 'embedded', 'video', '130', 'martin', 'on', 'x', 'the', 'kopites', 'youll', 'never', 'walk', 'alone']","['duh', 'daihatsu', 'toyota', 'indonesia', 'habis', 'narasi', 'daily', 'embedded', '130', 'martin', 'kopites', 'youll', 'never', 'walk', 'alone']"
FAJAR/RIAN JUARA!!! Fajar/Rian tuntaskan Daihatsu Indonesia Masters 2022 dengan podium tertinggi! Ini juga jadi gelar pertama mereka di Istora! SELAMAT Sopie (@sopiieehh) on X | Collecting Postcard and Stamp |,positif,"['fajarrian', 'juara', 'fajarrian', 'tuntaskan', 'daihatsu', 'indonesia', 'masters', '2022', 'dengan', 'podium', 'tertinggi', 'ini', 'juga', 'jadi', 'gelar', 'pertama', 'mereka', 'di', 'istora', 'selamat', 'sopie', 'on', 'x', 'collecting', 'postcard', 'and', 'stamp']","['fajarrian', 'juara', 'fajarrian', 'tuntaskan', 'daihatsu', 'indonesia', 'podium', 'tertinggi', 'gelar', 'istora', 'selamat', 'sopie', 'collecting', 'postcard', 'and', 'stamp']"
Mobil Honda Jazz: Simbol Awal Kesuksesan Manusia dan Sudah Saatnya Honda Membangkitkan Sang Legenda #TerbaruTranslate post,positif,"['mobil', 'honda', 'jazz', 'simbol', 'awal', 'kesuksesan', 'manusia', 'dan', 'sudah', 'saatnya', 'honda', 'membangkitkan', 'sang', 'legenda', 'post']","['honda', 'jazz', 'simbol', 'kesuksesan', 'manusia', 'honda', 'membangkitkan', 'legenda']"
"Kost putri lengkap, nyaman, bersih, strategis. Dekat kampus (UB, UM, UMM kampus 2, UIN, ITN). Daerah Sigura-Gura. WA: 081230115736 / 087881507636. Line: @kcd0124b Selengkapnya buka: http://kost9c.b...",positif,"['kost', 'putri', 'lengkap', 'nyaman', 'bersih', 'strategis', 'dekat', 'kampus', 'ub', 'um', 'umm', 'kampus', '2', 'uin', 'itn', 'daerah', 'siguragura', 'wa', '081230115736', '087881507636', 'line', 'selengkapnya', 'buka']","['kost', 'putri', 'lengkap', 'nyaman', 'bersih', 'strategis', 'kampus', 'ub', 'um', 'umm', 'kampus', 'uin', 'itn', 'daerah', 'siguragura', '081230115736', '087881507636', 'line', 'selengkapnya', 'buka']"
"Info kecelakaan hari ini 5 Desember 2023 di Purbalingga, kecelakaan tunggal melibatkan mobil Toyota Sienta di jalan, terjadi di jalan Mayjend Sungkono, Desa Kalimanah Wetan, Kecamatan Kalimanah,...",negatif,"['info', 'kecelakaan', 'hari', 'ini', '5', 'desember', '2023', 'di', 'purbalingga', 'kecelakaan', 'tunggal', 'melibatkan', 'mobil', 'toyota', 'sienta', 'di', 'jalan', 'terjadi', 'di', 'jalan', 'mayjend', 'sungkono', 'desa', 'kalimanah', 'wetan', 'kecamatan', 'kalimanah']","['kecelakaan', 'desember', 'purbalingga', 'kecelakaan', 'tunggal', 'melibatkan', 'toyota', 'sienta', 'mayjend', 'sungkono', 'desa', 'kalimanah', 'wetan', 'kecamatan', 'kalimanah']"
bisa disimpulkan bahwa adikn ini rajin sholat jum'at,positif,"['bisa', 'disimpulkan', 'bahwa', 'adikn', 'ini', 'rajin', 'sholat', 'jumat']","['disimpulkan', 'adikn', 'sholat']"
"Wow, di sini ada video yang sangat menarik! Hiburan dulu gass sikat ges https://s.snackvideo.com/p/ruHdkdqi",positif,"['wow', 'di', 'sini', 'ada', 'video', 'yang', 'sangat', 'menarik', 'hiburan', 'dulu', 'gass', 'sikat', 'ges']","['wow', 'menarik', 'hiburan', 'gass', 'sikat']"
Explore the world with discount up to Rp1mio https://traveloka.com/en-id/promotion/internasional…,netral,"['explore', 'the', 'world', 'with', 'discount', 'up', 'to', 'rp1mio']","['explore', 'world', 'with', 'discount', 'up', 'to', 'rp1mio']"
"Bahagia itu sederhana... (Bukan yang ini, coba scroll dikit lagi..) #Suzuki #SuzukiIndonesia #SuzukiTeManBerkendara #YourGearTranslate post",positif,"['bahagia', 'itu', 'sederhana', 'bukan', 'yang', 'ini', 'coba', 'scroll', 'dikit', 'lagi', 'post']","['bahagia', 'sederhana', 'scroll', 'dikit']"
"""Meninggal di kursi belakang, mayat pria, identitas lagi dicari oleh polisi, korban ditemukan di dalam Mobil Toyota Vios dengan pelat nomor D 1057 AK,"" tuturnya.Translate post",negatif,"['meninggal', 'di', 'kursi', 'belakang', 'mayat', 'pria', 'identitas', 'lagi', 'dicari', 'oleh', 'polisi', 'korban', 'ditemukan', 'di', 'dalam', 'mobil', 'toyota', 'vios', 'dengan', 'pelat', 'nomor', 'd', '1057', 'ak', 'tuturnyatranslate', 'post']","['meninggal', 'kursi', 'mayat', 'identitas', 'dicari', 'polisi', 'korban', 'ditemukan', 'toyota', 'vios', 'pelat', 'nomor', '1057', 'ak', 'tuturnyatranslate']"
"Batang yang ambruk menimpa kap mobil Toyota Yaris warna silver yang terparkir di pinggir jalan. Pohon juga menyandar ke tembok penjara, Lapas Lowokwaru e. m. B. e. (@Dunkindang) on X وَمَا خَلَقْتُ الْجِنَّ وَالْاِنْسَ اِلَّا لِيَعْبُدُوْنِ",negatif,"['batang', 'yang', 'ambruk', 'menimpa', 'kap', 'mobil', 'toyota', 'yaris', 'warna', 'silver', 'yang', 'terparkir', 'di', 'pinggir', 'jalan', 'pohon', 'juga', 'menyandar', 'ke', 'tembok', 'penjara', 'lapas', 'lowokwaru', 'e', 'm', 'b', 'e', 'on', 'x', 'وما', 'خلقت', 'الجن', 'والانس', 'الا', 'ليعبدون']","['batang', 'ambruk', 'menimpa', 'kap', 'toyota', 'yaris', 'silver', 'terparkir', 'pinggir', 'pohon', 'menyandar', 'tembok', 'penjara', 'lapas', 'lowokwaru', 'e', 'e', 'وما', 'خلقت', 'الجن', 'والانس', 'الا', 'ليعبدون']"
Rizkyrhp (@rizkyrhp) on X +62,netral,"['rizkyrhp', 'on', 'x', '62']",['rizkyrhp']
Masih ragu? Cobain aja sendiri!? Bucin sama J&T Express setiap hari bisa bikin kamu makin cuan. Kumpulkan poinmu dengan kirim / menerima paket J&T Express sebanyak-banyaknya dan dapatkan...,positif,"['masih', 'ragu', 'cobain', 'aja', 'sendiri', 'bucin', 'sama', 'jt', 'express', 'setiap', 'hari', 'bisa', 'bikin', 'kamu', 'makin', 'cuan', 'kumpulkan', 'poinmu', 'dengan', 'kirim', 'menerima', 'paket', 'jt', 'express', 'sebanyakbanyaknya', 'dan', 'dapatkan']","['ragu', 'cobain', 'bucin', 'cuan', 'kumpulkan', 'poinmu', 'menerima', 'paket']"
"Kumpulkan poinmu dengan kirim / menerima paket J&T Express sebanyak-banyaknya dan dapatkan kesempatan untuk untuk memenangkan mobil Wuling Air EV, motor vespa, iPhone15 pro dan masih banyak...",positif,"['kumpulkan', 'poinmu', 'dengan', 'kirim', 'menerima', 'paket', 'jt', 'express', 'sebanyakbanyaknya', 'dan', 'dapatkan', 'kesempatan', 'untuk', 'untuk', 'memenangkan', 'mobil', 'wuling', 'air', 'ev', 'motor', 'vespa', 'iphone15', 'pro', 'dan', 'masih', 'banyak']","['kumpulkan', 'poinmu', 'menerima', 'paket', 'kesempatan', 'memenangkan', 'wuling', 'air', 'ev', 'vespa', 'iphone15', 'pro']"
Pecicilan petakilan hahahehe tapi kalo kerja sat set jrengTranslate post,netral,"['pecicilan', 'petakilan', 'hahahehe', 'tapi', 'kalo', 'kerja', 'sat', 'set', 'jrengtranslate', 'post']","['pecicilan', 'petakilan', 'hahahehe', 'sat', 'set', 'jrengtranslate']"
jangkriek (@BAPAKRODY) on X indon,netral,"['jangkriek', 'on', 'x', 'indon']","['jangkriek', 'indon']"
"Oke, rumus rumus mengetahui mobil Honda yang overprice itu kira kira sebagai berikut : Brio : Mobil HRV : Brio rajin ngegym sama dikasih protein pembesar otot WRV : Adiknya HRV cuman dia stunting...",netral,"['oke', 'rumus', 'rumus', 'mengetahui', 'mobil', 'honda', 'yang', 'overprice', 'itu', 'kira', 'kira', 'sebagai', 'berikut', 'brio', 'mobil', 'hrv', 'brio', 'rajin', 'ngegym', 'sama', 'dikasih', 'protein', 'pembesar', 'otot', 'wrv', 'adiknya', 'hrv', 'cuman', 'dia', 'stunting']","['oke', 'rumus', 'rumus', 'honda', 'overprice', 'brio', 'hrv', 'brio', 'ngegym', 'dikasih', 'protein', 'pembesar', 'otot', 'wrv', 'adiknya', 'hrv', 'stunting']"
"Oke, rumus rumus mengetahui mobil Honda yang overprice itu kira kira sebagai berikut : Brio : Mobil HRV : Brio rajin ngegym sama dikasih protein pembesar (@) on X Cherokee Reborn atau Panther Touring Reborn? wkwk

Panther Touring kalo di US mungkin kegini ya bentuknya, cuman bedanya yang ini 4WD dan torsinya banjir, wkwkkw

Mobil yang interiornya tergolong bagus (pada masanya, awokwowk) ini jelasnya bukan SUV abal abal sih, yaa walopun…",netral,"['oke', 'rumus', 'rumus', 'mengetahui', 'mobil', 'honda', 'yang', 'overprice', 'itu', 'kira', 'kira', 'sebagai', 'berikut', 'brio', 'mobil', 'hrv', 'brio', 'rajin', 'ngegym', 'sama', 'dikasih', 'protein', 'pembesar', 'on', 'x', 'cherokee', 'reborn', 'atau', 'panther', 'touring', 'reborn', 'wkwk', 'panther', 'touring', 'kalo', 'di', 'us', 'mungkin', 'kegini', 'ya', 'bentuknya', 'cuman', 'bedanya', 'yang', 'ini', '4wd', 'dan', 'torsinya', 'banjir', 'wkwkkw', 'mobil', 'yang', 'interiornya', 'tergolong', 'bagus', 'pada', 'masanya', 'awokwowk', 'ini', 'jelasnya', 'bukan', 'suv', 'abal', 'abal', 'sih', 'yaa', 'walopun']","['oke', 'rumus', 'rumus', 'honda', 'overprice', 'brio', 'hrv', 'brio', 'ngegym', 'dikasih', 'protein', 'pembesar', 'cherokee', 'reborn', 'panther', 'touring', 'reborn', 'wkwk', 'panther', 'touring', 'us', 'kegini', 'bentuknya', 'bedanya', '4wd', 'torsinya', 'banjir', 'wkwkkw', 'interiornya', 'tergolong', 'bagus', 'masanya', 'awokwowk', 'suv', 'abal', 'abal', 'yaa', 'walopun']"
Ini yg dinamakan GLOBAL ARCHITECTURE. Sudah lazim di gunakan semua pabrikan otomotif di dunia. Setiap tipe berbagi platform modular utk menghemat biaya R&D dan produksi. Itu kenapa klo kita...,netral,"['ini', 'yg', 'dinamakan', 'global', 'architecture', 'sudah', 'lazim', 'di', 'gunakan', 'semua', 'pabrikan', 'otomotif', 'di', 'dunia', 'setiap', 'tipe', 'berbagi', 'platform', 'modular', 'utk', 'menghemat', 'biaya', 'rd', 'dan', 'produksi', 'itu', 'kenapa', 'klo', 'kita']","['dinamakan', 'global', 'architecture', 'lazim', 'pabrikan', 'otomotif', 'dunia', 'tipe', 'berbagi', 'platform', 'modular', 'menghemat', 'biaya', 'rd', 'produksi']"
"Oke, rumus rumus mengetahui mobil Honda yang overprice itu kira kira sebagai berikut : Brio : Mobil HRV : Brio rajin ngegym sama dikasih protein pembesar (@) on X WAJIB BACA CERITA INI ! SANGAT BERMANFAAT UNTUK EDUKASI KEHIDUPAN?

— INGAT !! Tidak ada rumah tangga yang terbebas dari masalah , Tapi percayalah marah-marah dan saling bentak-bentak tidak akan pernah menjadi solusi, malah keduanya jadi penambah masalah!",netral,"['oke', 'rumus', 'rumus', 'mengetahui', 'mobil', 'honda', 'yang', 'overprice', 'itu', 'kira', 'kira', 'sebagai', 'berikut', 'brio', 'mobil', 'hrv', 'brio', 'rajin', 'ngegym', 'sama', 'dikasih', 'protein', 'pembesar', 'on', 'x', 'wajib', 'baca', 'cerita', 'ini', 'sangat', 'bermanfaat', 'untuk', 'edukasi', 'kehidupan', 'ingat', 'tidak', 'ada', 'rumah', 'tangga', 'yang', 'terbebas', 'dari', 'masalah', 'tapi', 'percayalah', 'marahmarah', 'dan', 'saling', 'bentakbentak', 'tidak', 'akan', 'pernah', 'menjadi', 'solusi', 'malah', 'keduanya', 'jadi', 'penambah', 'masalah']","['oke', 'rumus', 'rumus', 'honda', 'overprice', 'brio', 'hrv', 'brio', 'ngegym', 'dikasih', 'protein', 'pembesar', 'wajib', 'cerita', 'bermanfaat', 'edukasi', 'kehidupan', 'tangga', 'terbebas', 'percayalah', 'marahmarah', 'bentakbentak', 'solusi', 'penambah']"
Bupati Paser dari PKB Viral karena Bagi-bagi Mobil Xpander ke KadesTranslate post,positif,"['bupati', 'paser', 'dari', 'pkb', 'viral', 'karena', 'bagibagi', 'mobil', 'xpander', 'ke', 'kadestranslate', 'post']","['bupati', 'paser', 'pkb', 'viral', 'bagibagi', 'xpander', 'kadestranslate']"
"Mobil Mitsubishi Pajero yang menabrak pengendara motor di Gading Serpong, Tangerang Selatan, pada Jumat (7/4/2023). Korban yang masih berstatus mahasiswi Deidy?????? (@deidy2601) / X",negatif,"['mobil', 'mitsubishi', 'pajero', 'yang', 'menabrak', 'pengendara', 'motor', 'di', 'gading', 'serpong', 'tangerang', 'selatan', 'pada', 'jumat', '742023', 'korban', 'yang', 'masih', 'berstatus', 'mahasiswi', 'deidy', 'x']","['mitsubishi', 'pajero', 'menabrak', 'pengendara', 'gading', 'serpong', '742023', 'korban', 'berstatus', 'mahasiswi', 'deidy']"
Wow! Beli Mobil Toyota di Auto2000 Bisa Dapat Hadiah 5 Mobil dan 500 Honda BeatTranslate post,positif,"['wow', 'beli', 'mobil', 'toyota', 'di', 'auto2000', 'bisa', 'dapat', 'hadiah', '5', 'mobil', 'dan', '500', 'honda', 'beattranslate', 'post']","['wow', 'toyota', 'auto2000', '500', 'honda', 'beattranslate']"
"[Breaking News] Laka lantas terjadi di dusun Kedung Wukirsari Cangkringan Kronologi: Pasangan suami istri mengendarai mobil Honda jazz dari arah selatan menuju utara,. Saat sampai dusun Kedung...",negatif,"['breaking', 'news', 'laka', 'lantas', 'terjadi', 'di', 'dusun', 'kedung', 'wukirsari', 'cangkringan', 'kronologi', 'pasangan', 'suami', 'istri', 'mengendarai', 'mobil', 'honda', 'jazz', 'dari', 'arah', 'selatan', 'menuju', 'utara', 'saat', 'sampai', 'dusun', 'kedung']","['breaking', 'news', 'laka', 'dusun', 'kedung', 'wukirsari', 'cangkringan', 'kronologi', 'pasangan', 'mengendarai', 'honda', 'jazz', 'arah', 'utara', 'dusun', 'kedung']"
Iki yaopo ceritone tweet ginian aja sampe dijadiin artikel berita...??? Terpantau penulise follow akun gajelas iki mesti... @suaradotcom diem diem bae nih...? Ingpo lowongan scriptwrite...,negatif,"['iki', 'yaopo', 'ceritone', 'tweet', 'ginian', 'aja', 'sampe', 'dijadiin', 'artikel', 'berita', 'terpantau', 'penulise', 'follow', 'akun', 'gajelas', 'iki', 'mesti', 'diem', 'diem', 'bae', 'nih', 'ingpo', 'lowongan', 'scriptwrite']","['iki', 'yaopo', 'ceritone', 'ginian', 'dijadiin', 'artikel', 'berita', 'terpantau', 'penulise', 'akun', 'gajelas', 'iki', 'mesti', 'diem', 'diem', 'bae', 'ingpo', 'scriptwrite']"
"Oke, rumus rumus mengetahui mobil Honda yang overprice itu kira kira sebagai berikut : Brio : Mobil HRV : Brio rajin ngegym sama dikasih protein pembesar ? (@ImasNurJannah) on X Allah",netral,"['oke', 'rumus', 'rumus', 'mengetahui', 'mobil', 'honda', 'yang', 'overprice', 'itu', 'kira', 'kira', 'sebagai', 'berikut', 'brio', 'mobil', 'hrv', 'brio', 'rajin', 'ngegym', 'sama', 'dikasih', 'protein', 'pembesar', 'on', 'x', 'allah']","['oke', 'rumus', 'rumus', 'honda', 'overprice', 'brio', 'hrv', 'brio', 'ngegym', 'dikasih', 'protein', 'pembesar', 'allah']"
ANJING BAJINGAN KONTOL. .,negatif,"['anjing', 'bajingan', 'kontol']","['anjing', 'bajingan', 'kontol']"
#WulingQuiz Ada yang bisa sebutin mobil Wuling apa aja yang punya Wuling Remote Control App (IoV)? Menangkan hadiah saldo e-wallet total senilai Rp500ribu untuk 5 pemenang beruntung! Caranya:...,netral,"['ada', 'yang', 'bisa', 'sebutin', 'mobil', 'wuling', 'apa', 'aja', 'yang', 'punya', 'wuling', 'remote', 'control', 'app', 'iov', 'menangkan', 'hadiah', 'saldo', 'ewallet', 'total', 'senilai', 'rp500ribu', 'untuk', '5', 'pemenang', 'beruntung', 'caranya']","['wuling', 'wuling', 'control', 'app', 'iov', 'senilai', 'rp500ribu', 'pemenang', 'beruntung']"
Fu Haifeng | Cú đập bóng đặc sắc nhất trong cầu lông Huyền thoại cầu lông đôi nam Fu Haifeng. Nhà vô địch thế giới bốn lần và huy chương vàng Olympic...,netral,"['fu', 'haifeng', 'cú', 'đập', 'bóng', 'đặc', 'sắc', 'nhất', 'trong', 'cầu', 'lông', 'huyền', 'thoại', 'cầu', 'lông', 'đôi', 'nam', 'fu', 'haifeng', 'nhà', 'vô', 'địch', 'thế', 'giới', 'bốn', 'lần', 'và', 'huy', 'chương', 'vàng', 'olympic']","['fu', 'haifeng', 'cú', 'đập', 'bóng', 'đặc', 'sắc', 'nhất', 'trong', 'cầu', 'lông', 'huyền', 'thoại', 'cầu', 'lông', 'đôi', 'nam', 'fu', 'haifeng', 'nhà', 'vô', 'địch', 'thế', 'giới', 'bốn', 'lần', 'và', 'huy', 'chương', 'vàng', 'olympic']"
Jangan Beli Mobil Wuling!!!! Kalau aki habis mereka hanya bilang maaf tapi kami sedang tutup dan tidak bisa di bantu. @WulingMotorsID #wulingsucksTranslate post,negatif,"['jangan', 'beli', 'mobil', 'wuling', 'kalau', 'aki', 'habis', 'mereka', 'hanya', 'bilang', 'maaf', 'tapi', 'kami', 'sedang', 'tutup', 'dan', 'tidak', 'bisa', 'di', 'bantu', 'post']","['wuling', 'aki', 'habis', 'bilang', 'maaf', 'tutup', 'bantu']"
@NarasiNewsroom. ·. Jan 1. Duh terus gimana ya mobil Daihatsu dan Toyota di Indonesia? Tonton sampai habis deh coba | Narasi Daily. Embedded video. 1:30. (@) on X Mercedes Benz CEO retires after 49 years and BMW released this video the moment it was announced.,netral,"['jan', '1', 'duh', 'terus', 'gimana', 'ya', 'mobil', 'daihatsu', 'dan', 'toyota', 'di', 'indonesia', 'tonton', 'sampai', 'habis', 'deh', 'coba', 'narasi', 'daily', 'embedded', 'video', '130', 'on', 'x', 'mercedes', 'benz', 'ceo', 'retires', 'after', '49', 'years', 'and', 'bmw', 'released', 'this', 'video', 'the', 'moment', 'it', 'was', 'announced']","['duh', 'daihatsu', 'toyota', 'indonesia', 'habis', 'narasi', 'daily', 'embedded', '130', 'mercedes', 'benz', 'ceo', 'retires', 'after', '49', 'years', 'and', 'bmw', 'released', 'this', 'moment', 'was', 'announced']"
"Alami Masalah Kemudi, Ribuan Mobil Honda DiselidikiTranslate post",negatif,"['alami', 'masalah', 'kemudi', 'ribuan', 'mobil', 'honda', 'diselidikitranslate', 'post']","['alami', 'kemudi', 'ribuan', 'honda', 'diselidikitranslate']"
"Penjualan Mobil Honda Masih Moncer, HR-V & Brio Jadi AndalanTranslate post",positif,"['penjualan', 'mobil', 'honda', 'masih', 'moncer', 'hrv', 'brio', 'jadi', 'andalantranslate', 'post']","['penjualan', 'honda', 'moncer', 'hrv', 'brio', 'andalantranslate']"
"Siapa yang bisa tebak ini mobil Suzuki yang mana?? Cluenya bisa muat sampai 1 ton loh, Suzuki Family! Reply dengan jawaban yang benar! #Suzuki #SuzukiIndonesia #SuzukiTeManBerkendara #YourGearTr...",netral,"['siapa', 'yang', 'bisa', 'tebak', 'ini', 'mobil', 'suzuki', 'yang', 'mana', 'cluenya', 'bisa', 'muat', 'sampai', '1', 'ton', 'loh', 'suzuki', 'family', 'reply', 'dengan', 'jawaban', 'yang', 'benar']","['suzuki', 'cluenya', 'muat', 'ton', 'suzuki', 'family']"
"Bangke, sy kira dinas pertanian tau taunya orang pajak ??? smp nyamar bgitu...akhirnya dikena juga ??",negatif,"['bangke', 'sy', 'kira', 'dinas', 'pertanian', 'tau', 'taunya', 'orang', 'pajak', 'smp', 'nyamar', 'bgituakhirnya', 'dikena', 'juga']","['bangke', 'dinas', 'pertanian', 'taunya', 'pajak', 'smp', 'nyamar', 'bgituakhirnya', 'dikena']"
#Berita_Perusahaan Great Race START 2024 Informasi selengkapnya: https://ifxpr.com/3ScT9mY,netral,"['great', 'race', 'start', '2024', 'informasi', 'selengkapnya']","['great', 'race', 'start', 'informasi', 'selengkapnya']"
"Siapa yang tau sistem AllGrip Pro punya Jimny, angkat tangan! Buat yang belum tau, tenang aja. Ayo kita bedah bareng-bareng? #Suzuki #SuzukiIndonesia #SuzukiTeManBerkendara #YourGearTranslate post",netral,"['siapa', 'yang', 'tau', 'sistem', 'allgrip', 'pro', 'punya', 'jimny', 'angkat', 'tangan', 'buat', 'yang', 'belum', 'tau', 'tenang', 'aja', 'ayo', 'kita', 'bedah', 'barengbareng', 'post']","['sistem', 'allgrip', 'pro', 'jimny', 'angkat', 'tangan', 'tenang', 'bedah', 'barengbareng']"
"Tipe 4L digunakan untuk menggerakan kendaraan saat berada di bebatuan kasar, lumpur dan medan lebih berat.Translate post",netral,"['tipe', '4l', 'digunakan', 'untuk', 'menggerakan', 'kendaraan', 'saat', 'berada', 'di', 'bebatuan', 'kasar', 'lumpur', 'dan', 'medan', 'lebih', 'berattranslate', 'post']","['tipe', '4l', 'menggerakan', 'bebatuan', 'kasar', 'lumpur', 'medan', 'berattranslate']"
"Konsultan otomotif,melayani cash & kredit Mobil Mitsubishi Terima tukar tambah Mobil lama Anda. Kepuasan Anda Kunci Utama Kami. tlp 081280652367 tono.mitsubishi (@belimitsubishi_) on X Konsultan otomotif,melayani cash & kredit Mobil Mitsubishi
Terima tukar tambah Mobil lama Anda.
Kepuasan Anda Kunci Utama Kami. tlp
081280652367 - 081772377067",netral,"['konsultan', 'otomotifmelayani', 'cash', 'kredit', 'mobil', 'mitsubishi', 'terima', 'tukar', 'tambah', 'mobil', 'lama', 'anda', 'kepuasan', 'anda', 'kunci', 'utama', 'kami', 'tlp', '081280652367', 'tonomitsubishi', 'on', 'x', 'konsultan', 'otomotifmelayani', 'cash', 'kredit', 'mobil', 'mitsubishi', 'terima', 'tukar', 'tambah', 'mobil', 'lama', 'anda', 'kepuasan', 'anda', 'kunci', 'utama', 'kami', 'tlp', '081280652367', '081772377067']","['konsultan', 'otomotifmelayani', 'cash', 'kredit', 'mitsubishi', 'terima', 'tukar', 'kepuasan', 'kunci', 'utama', 'tlp', '081280652367', 'tonomitsubishi', 'konsultan', 'otomotifmelayani', 'cash', 'kredit', 'mitsubishi', 'terima', 'tukar', 'kepuasan', 'kunci', 'utama', 'tlp', '081280652367', '081772377067']"
Viral video rekaman CCTV yang diunggah oleh salah satu akun di Tiktok bernama @jogjatv.tv yang memperlihatkan sebuah mobil Mitsubishi Pajero Sport menabrak @bayuaprils (@bayuaprilss) on X @BAYUAPRILSS,negatif,"['viral', 'video', 'rekaman', 'cctv', 'yang', 'diunggah', 'oleh', 'salah', 'satu', 'akun', 'di', 'tiktok', 'bernama', 'yang', 'memperlihatkan', 'sebuah', 'mobil', 'mitsubishi', 'pajero', 'sport', 'menabrak', 'on', 'x']","['viral', 'rekaman', 'cctv', 'diunggah', 'akun', 'tiktok', 'mitsubishi', 'pajero', 'sport', 'menabrak']"
"Polisi mengatakan jika peristiwa mobil Mitsubishi Pajero dengan pelat dinas Polri yang ugal-ugalan dan nyaris buat pengemudi MPV celaka itu benar, maka bisa Syafii (@Syafii93930988) on X syafii",negatif,"['polisi', 'mengatakan', 'jika', 'peristiwa', 'mobil', 'mitsubishi', 'pajero', 'dengan', 'pelat', 'dinas', 'polri', 'yang', 'ugalugalan', 'dan', 'nyaris', 'buat', 'pengemudi', 'mpv', 'celaka', 'itu', 'benar', 'maka', 'bisa', 'syafii', 'on', 'x', 'syafii']","['polisi', 'peristiwa', 'mitsubishi', 'pajero', 'pelat', 'dinas', 'polri', 'ugalugalan', 'pengemudi', 'mpv', 'celaka', 'syafii', 'syafii']"
