tweet,sentiment
"Sebanyak 4 kendaraan kecelakaan di Jalan Kapten Soebijanto Djojohandikusumo, Rawa Buntu, Serpong, Tangsel, Selasa (12/12/2023). Akibatnya, salah satu mobil terbakar. Empat kendaraan yang kecelakaan...",negatif
Beda keyakinan true story.,netral
"Saya lahir di zaman Romo Soeharto, Tumbuh di zaman Sang Kinasih Habibie, Berkembang di zaman Sang Wali—Gus Dur, Mengerti di zaman emak Megawati, Mulai dewasa di zaman bapak SBY, dan akhirnya...",netral
"Tumben banteng mlempem? Gak heran di Bali suaranya ambyar… Btw mba Puan, gimana kabar suaminya?",negatif
"Jun 24, 2023 · #WulingQuiz Seberapa jeli Anda bisa menebak mobil-mobil Wuling di balik tirai ini dengan benar untuk memenangkan hadiah saldo e-wallet total Irsan Erik (@erikzm) on X Happy aja bro dimana dan kapanpun kau berada.....",negatif
Empat partai final Daihatsu Indonesia Masters rampung digelar. Berikut hasil dari pertandingan-pertandingan tersebut. Ganda Campuran: Zheng Siwei/Huang LaoTzu (@LaoTzu45156957) on X 醉眼看世界,netral
Promo pembelian mobil Honda terbaik di akhir tahunTranslate post,positif
Hallo Honda Lover's sekarang saat yang tepat untuk Memiliki Mobil Honda Impianmu di akhir tahun dapatkan Promo serta banyak Penawaran Menarik #Service #Promo #Honda #HondaPrimaHarapanIndah...,positif
"Seorang balita berusia 15 bulan mengalami kecelakaan tragis. Ia terlindas mobil Mitsubishi Pajero ketika sedang bermain di depan rumahnya di Jalan Adyaksa, octaviani (@apiennn) on X di isi apa y",negatif
"Mobil Daihatsu Sigra tertemper oleh kereta feeder Whoosh di Desa Cilame, Kabupaten Bandung Barat, pada Kamis (14/12) siang. Mobil itu terseret sejauh 500 meter. #newsupdate #update #news #textTrans...",negatif
" jomponk (@jomponk) on X aku adalah aku, bukan kau juga bukan dia.",netral
?Bunga mawar dihinggapi kumbang? ?Sampe Di sungai bertemu buaya ? ✨Gak Perlu Risau Gak Perlu Bimbang✨ ?Beli Mitsubishi yang Terpercaya Hanya di BRA? Gaskeun BRAthers..Lihat...,positif
"Kurus Bukan Berarti Susah makan, Kalu bayi Iya Biasanya Kurus karena Susah makan wkwkwkwk",negatif
"? #Snowman (SNOW), koin meme resmi dari @ice_blockchain, dirilis sebagai peluncuran adil di #Uniswap Perdagangkan Sekarang: https://dexscreener.com/ethereum/0xd1f3d2f5c12a205fc912358878b089eae48...",netral
Ayoo @Miduk17 jgn ngumpet aja,netral
Kampas rem Honda termurah sepanjang masa hanya di sini! https://bravomotor.brizy.site,netral
Namo Wak Heri's posts Namo Wak Heri (@biasose) on X Namo Wak Heri,netral
"Kasat Lantas Polrestabes Makassar AKBP Amin Toha menyebut, pihaknya telah menerima laporan terkait bayi 15 bulan yang terlindas mobil Mitsubishi Pajero Sport. (@) on X ⚡TESTI JOKI TUGAS⚡",negatif
Barokah Arthantra Jaya (@ArdyYusuf18) on X Ing Ngarso Sung Tulodo,netral
"Mobil Wuling Binguo EV cocok banget untuk keluarga, nih yang lagi cari mobil wuling cuss deh ke Kokas #WulingBinguoEVTranslate post",positif
"Kamu mau seperti ini juga? Mending buruan Bucin Sama J&T!❤️ Modal kirim/ terima paket J&T Express doang kamu udah bisa bisa dapat mobil Wuling Air EV, motor vespa, iPhone15 pro hingga logam...",positif
"Mobil Wuling Binguo EV menggunakan tagline ‘Drive Electric, Be the Icon’, sehingga setiap pengguna dapat menjadikan ikon dalam perubahan menuju mobilitas berkelanjutan #WulingBinguoEVTranslate...",positif
Penasaran banget dengan mobil Wuling Binguo EV karena tampilan mobilnya yang kece banget #WulingBinguoEVTranslate post,positif
"Yang dari tadi udah penasaran berapa sih harganya, utk long range 330km yaitu 358jt, premium range 410km yaitu 408jt #WulingBinguoEv",netral
"Untuk charging slot atau lubang pengisian daya pada mobil Wuling Binguo EV ini terdapat pada bagian depan sebelah kiri, tepatnya di area dekat ban. Ratu Alia Septyani (@ratuauls) on X Allah,swt ♥",netral
"orang-orang kenapa pada gokiel ya, nuker uang pecahan di bank dari jam 2 pagi?? 4 pagi??? ?",negatif
"Tanyarl Sorry baru komen, baru abis nyuci mobil honda civic. Oiya ni gua komen pake iphone 15 pro max baru beli kemaren sore dan mau ngasih tau besok pagi bapak gua sama ibu gue berangkat umroh...",netral
Mana sun gokong ?,netral
"when got ATH time, i allocated some asset from Crypto to stock",netral
"Sebuah mobil Suzuki Ertiga ringsek hingga nyaris tak berbentuk usai menabrak dump truk di Tol Ngawi-Solo masuk Desa Watualang, Kecamatan/Kabupaten Nga...Translate post",negatif
"Sebuah mobil Mitsubishi Pajero berpelat nomor dinas Polri 70088-VII diduga digunakan seorang calon legislatif (caleg) DPR RI untuk kampanye di wilayah Tangerang, Banten. (ist) #MobilDinas #Kampanye...",negatif
"Kemarin habis liat pameran mobil wuling air ev ternyata ga sekecil itu, jadi pen beliTranslate post",positif
"OUH ternyata 10 rebu selain bisa beli batagor seporsi, bisa jg buat dapetin kesempatan bungkus mobil Wuling AirEV Lite ama 1,2 miliar OVO Points wakgeng. Kapan lagi 10 ribu bisa ikutan #OVOShoptaku...",positif
Kalau habis kerja ya di rapihkan kembali kok fasiltas umum di rusak diam aja sih @pemkotbekasi @kel_jakamulya,negatif
"? Guyss tolong dong, ak masih butuh 100an responden lagi hiks karena dikejar deadline. surveynya penilaian berisi tentang mobil honda, toyata, dan wuling..Translate post",netral
Sederhana saja. Gak perlu dipilih di pemilu 2024. Samsul Zulhas #NdasmuEtikTranslate post,negatif
"Calon anggota legislatif (caleg) DPR RI dari Fraksi Demokrat, Zulfikar, meminta maaf atas penggunaan mobil berpelat dinas Polri saat kampanye di Kabupaten Tangerang. Zulfikar mengaku tidak...",negatif
"Nilai2 Pancasila tetap diterapkan dalam kehidupan masyarakat, bangsa dan negara. Hebat banget udha 8 tahun main cerdas cermat mengenai #pendidikanpancasila",positif
Mobil Daihatsu di Indonesia Disebut Terdampak Skandal Keselamatan https://otomotif.tempo.co/read/1811957/mobil-daihatsu-di-indonesia-disebut-terdampak-skandal-keselamatan?utm_source=Twitter&utm_med...,negatif
"Permisi, Saya mau jual tiket Final Daihatsu Indonesia Master (Day 6) untuk tanggal 29 Januari 2023. Ada 2 tiket, tipe Reguler. alasan jual : karena bentrok Derry Hermansyah (@iamdherman) on X An ordinary person that should  be better about all this life.",netral
"Baru aja min kecelakaan antara mobil toyota RAZE sama truk pengangkut semen, setelah 1/4 ringroad kotagede. Kronologi sepertinya mobil putih terlalu mepet sama truk, makanya nunul depannya....",negatif
"Daihatsu hentikan sementara pengiriman mobil di Jepang dan negara lain imbas skandal manipulasi data, Indonesia tetap lanjut. #kumparanOTOTranslate post",negatif
"Jangan asal pasang, berikut ini aturan penggunaan roof box pada mobil! #Suzuki #SuzukiIndonesia #SuzukiTeManBerkendara #YourGearTranslate post",netral
"Hai Sahabat, Hati-hati terhadap penipuan yang mengatasnamakan SiCepat Ekspres. Akun @aiaiajwnwwi bukanlah akun official kami.",negatif
"Informasi Pembelian, Daftar Harga Promo Mobil Wuling Lombok Tengah, Lombok Nusa Tenggara Barat Hubungi 0896-7268-6666 dari Dealer PT WULING LOMBOK",netral
"Jalan santai dalam rangka HUT RI ke 77 berhadiah utama mobil Toyota Alphard. Pendaftaran: gratis Pukul : 06.30 WIB s/d selesai* Hari/Tanggal : Rabu, 17 Andre (@andong_ff) on X A world of irony ?",positif
"Ekspor Mobil Honda Moncer, Filipina Pasar Terbesar",positif
"Selamat Hari Ibu BRAthers?Kasih sayang Ibu mengalahkan luasnya lautan⛵️ Our Moms deserve the best ride too! Kira-kira, kalau dealer Bumen Redja Abadi mau kasih mobil cuma-cuma buat yang...",positif
Alhamdulillah yaallah orang tua ku bangga lihat anaknya udah di lantik Anggota KPPS. Semoga bisa amanah mengabdi untuk negara,positif
Aktivitas Daihatsu dan Toyota Indonesia sedang masuk pengawasan Kemenhub untuk produk yang dipasarkan di Indonesia.Translate post,negatif
Kecelakaan lalu lintas dialami mobil Toyota Veloz B 2819 XZR di Tol JORR tepatnaya di KM 54 Sabtu (23/12). #newsupdate #update #news #textTranslate post,negatif
"Ngaku berdinas di mabes TNI dan adik dari jenderal Tony Abraham pria pengguna mobil Toyota Fortuner berplat nomor TNI expired ini , bersitegang dgn pengguna kere (@iwungerik) on X Pantang menyerah",negatif
reza adi surya's posts reza adi surya (@rezasurya31) on X Life is Choise,netral
Testimoni Nyata Hasil Gurah Mesin Mobil Honda HR-V 2016 Aman Terbukti #fyp https://youtu.be/GyjYc3Y29Bk?si=dRE4GXYcpK7eNNzA… lewat @YouTubeTranslate post,netral
"2 mobil honda yg bodyshapenya bakalan everlasting. yg kiri buat roadtrip asik banget, yg kanan buat jalan-jalan bareng keuluarga raffi ahmad. nah, ni baru kekumpul ceban duitnyaTranslate post",netral
"Mobil Hyundai IONIQ 5 emang cakep banget apalagi pas di film Spiderverse, nah kemren gue juga liat mirip kaya mobil Hyundai IONIQ 5 asli cakep juga yaa. 169. Reisa (@Reisa323) on X Selalu percaya",positif
"Seorang balita berusia 15 bulan mengalami kecelakaan tragis. Ia terlindas mobil Mitsubishi Pajero ketika sedang bermain di depan rumahnya di Jalan Adyaksa, HAHADIGUNN (@adiguu) on X Adab harus selalu berdampingan dengan budi pekerti.
Berdiri sendiri tanpa basa basi,BIYURSELF",negatif
"Toyota Friends, ini adalah alasan kenapa All New Yaris Cross HEV cocok untuk menemani perjalanan liburan akhir tahun kalian! Bagian mana yang paling kalian suka dari All New Yaris Cross HEV?...",positif
"kapan lagi bisa dapet mobil toyota agya cuma rp 1? tapi ga cuma itu, kalian juga bisa dapetin honda vario, honda beat sama samsung s23 fe cuma rp 1 aja di Nur Millati Mustofa (@nrmillatimstf) on X Istrinya @sahlaamir",positif
Bagian mana yg ngga pernah diuji didri ini?,netral
STADION MADYA GBK !!! venue additional show Be The Sun in Jakarta a thread,positif
Enake polll polannn,positif
"Joki borongan dong, tugas resume sama PPT #jokitugas #zonauang️️",netral
"Ada dan tidak ada kau di dunia ini, sambel bawang tetaplah sambel bawang.",netral
"Kita main tebak-tebakan~ Siapa yang tahu, mana ban Suzuki Ertiga yang benar? #Suzuki #SuzukiIndonesia #SuzukiTeManBerkendara #YourGearTranslate post",netral
"Square profile picture · Official Suzuki Indonesia · @SuzukiIndonesia. ·. Mar 3. Cara merawat eksterior mobil biar tetap glowing, bikin orang melting! ✨ kiim (@gabrielcoy59) on X Manchunian | Manchester united suporter in indonesia | #GGMU |",netral
"Mobil Mitsubishi Pajero yang menabrak pengendara motor di Gading Serpong, Tangerang Selatan, pada Jumat (7/4/2023). Korban yang masih berstatus mahasiswi Andre Raditya (@RadityAndre) on X Simply spontaneus entertainer. Just love to see ppl laugh. :-D",negatif
"Daihatsu dan Toyota Indonesia hentikan ekspor sementara, Gaikindo tetap yakin target 500 unit bisa tercapai. #kumparanOTOTranslate post",netral
"Bagi-bagi saldo yuk, Daimin ada saldo Astrapay 200ribu untuk 4 orang Ikutin syaratnya di bawah ini ya: - Follow @DaihatsuInd - RT & LIKE tweet ini - Reply jawaban sebanyak-banyaknya dengan...",netral
"@NarasiNewsroom. ·. Jan 1. Duh terus gimana ya mobil Daihatsu dan Toyota di Indonesia? Tonton sampai habis deh coba | Narasi Daily. Embedded video. 1:30. indra (@indrasela) on X Lecturer, Programmer, Researcher of Data Mining and Teknopreneur",netral
"@NarasiNewsroom. ·. Jan 1. Duh terus gimana ya mobil Daihatsu dan Toyota di Indonesia? Tonton sampai habis deh coba | Narasi Daily. Embedded video. 1:30. Maulana Amin Marzuki (@amin2nd) on X Tidak ada yang bisa terbang tanpa hennti,, Orang yang bisa berlari setinggi, secepat, dan secerdik apapun pasti akan berlari ditanah juga...",netral
"Yeu langsung shutting downlah masak, dah kayak hantu ? gak terlihat",negatif
"#3 Baju tidur Karena fokus sama destinasi wisatanya, orang dengan tipe ini gak mikirin penampilan lagi dan merasa santai berjalan-jalan hanya dengan baju tidur.Translate post",negatif
"Kecelakaan Beruntun di Turen, Pelajar SMP 20 Kota Malang Tewas di LokasiTranslate post",negatif
Soal etik dan konflik kepentingan agaknya sudah tak dipedulikan di era pemerintahan Jokowi. Contoh terbaru adalah permintaan Kepala Staf Kepresidenan Moeldoko kepada Menteri ESDM untuk mengubah...,negatif
"#WulingQuiz Enaknya liburan akhir tahun pakai mobil Wuling apa ya? Pilih & jelaskan alasannya! Menangkan hadiah saldo E-Wallet total senilai Rp500ribu utk 5 (@) on X ✨ Waktunya Kuis Alfamart ?

Yang udah kumpulin Stamp MoriiHome pasti tau jawaban #KuisAlfamart hari ini.
Coba jawab, ""Berapa Stamp yang ditukar untuk Moriihome Casserole yang di pegang Pragos?""

Follow, Like &amp; Komen jawabannya di postingan #KuisAlfamart terbaru hari ini ?⁣",netral
"Simulasi Kredit Toyota All New Vios 1.5 CVT Desember 2023, Cicilannya Mulai Rp3,6 Jutaan",netral
"Perusahaan Induk Diduga Tipu Data Uji Keselamatan, Daihatsu Indonesia Beri PenjelasanTranslate post",negatif
"Dihantam Skandal, Daihatsu Resmi Setop Produksi di JepangTranslate post",negatif
@NarasiNewsroom. ·. Jan 1. Duh terus gimana ya mobil Daihatsu dan Toyota di Indonesia? Tonton sampai habis deh coba | Narasi Daily. Embedded video. 1:30. anan sofyan (@bdoel_21) on X [] istiqomah lebih baik dari pada 1000 karamah [] _~ «football is my life» real suport♥ @acmilan @persija_jkt ♥,netral
"Daihatsu Indonesia · @DaihatsuInd. ·. Oct 22, 2023. Tiap minggu Daimin bagi-bagi saldo Astrapay 200 ribu untuk 4 orang Jawab pertanyaannya dan ikuti syaratnya (@) on X BBM - BAGI BAGI MONEY
Hitung berapa jumlah Nasi Kuning pada gambar!

Menangkan Uang Digital Total 500K untuk 5 Pemenang yang Beruntung!

Good luck Bestie!

#dapurkobe #tepungkobe #giveaway #giveawayindo #kuis #bbm",netral
Kerja seperti zombie~,negatif
Mintak Bantuanya sedulur semuanya. bila melihat mobil Suzuki Ab 1573 VN. ( Mobil Suzuki karimun warna hitam) KRONOLOGINYA = Kejadian kemarin tanggal 26 Desember 2023. DI Empire Store Swalayan....,negatif
"Official Suzuki Indonesia · @SuzukiIndonesia. ·. Dec 20, 2023. Awas kena tipu, sparepart SGP (Suzuki Genuine Parts) palsu mulai beredar! Berikut ini adalah ciri (@) on X Orang Kristen bodoh, hubunganya apa perang Israel dengan palestina  dengan Kekristenan ? Teriak teriak cari simpati murahan.",negatif
"Ia terlindas mobil Mitsubishi Pajero ketika sedang bermain di depan rumahnya di Jalan Adyaksa, Kecamatan Panakukkang, Makassar, Sulawesi Selatan. Embedded (@) on X Happy birthday to Kuma! 

Describe him in one word.",negatif
Ksihan anjing nya... di bandingkan TS,netral
"Buntut skandal manipulasi hasil test mobil Daihatsu worldwide, yg paling mengejutkan ternyata hasil produksi pabrikan di Indonesia jg diduga ikut terkena pengaruh. Bahkan dilansir dr http://daihats...",negatif
Special Exhibition Honda Hadir Kembali pada bulan Maret 2024. Segera kunjungi & nikmati Promo Special Exhibition : ?Program Special* ?Merchandise Exclusive* ?Test Drive *Syarat dan...,positif
Silahkan yang sedang mencari penawaran terbaik untuk mobil HONDA bisa langsung menghubungi.. WA atau tlp.,positif
Bakal jadi mimpi buruk kalau kamu tiba-tiba kebelet buang air kecil di tengah jalan tol yang gak ada rest areanya! Sini mimin kasih tips biar kamu bisa mengantisipasinya~ #Suzuki #SuzukiIndonesia...,negatif
@NarasiNewsroom. ·. Jan 1. Duh terus gimana ya mobil Daihatsu dan Toyota di Indonesia? Tonton sampai habis deh coba | Narasi Daily. Embedded video. 1:30. M. taufiq hidayat (@muhammadtaufiqH) on X Veni vidi vici - IPB - Agribisnis - Chelsea fc - MILANisti sampai mati!,netral
"Rakyatnya usaha, halal, kok hendak dibatasi gara² keluhan waralaba minimarket 'modal raksasa: yang juga beroperasi 24 jam .... ?? Padahal, ini Kementrian Koperasi lho ....",negatif
"Kita hanya berencana, Allah yg tentukan Jangan pernah ragu untuk merevisi mimpi Hapuslah jika memang perlu dihapus Gantilah dengan mimpi yg baru",positif
Khawatir saat bawa muatan di bak pas lagi hujan deras? Nih mimin bagiin tipsnya buat kamu! #Suzuki #SuzukiIndonesia #SuzukiTeManBerkendara #YourGearTranslate post,positif
"Min minta tolong diretweet INFO KEHILANGAN Mobil Suzuki ERTIGA warna SILVER Plat nomor S 1705 E Ciri2 mobil : Bemper depan ada 3 baut kanan kiri, & Mainan tutup wiwid widya (@widyawewed) on X IG : wiwidwidya_",negatif
maximus (@rollertraveller) on X when the time comes,netral
"Buat temen2 yg mau beli jajanan diskon 50% , bisa masuk Shopee Videokuu yuukk Klik sini langsung masuk profil https://id.shp.ee/3urbic2?smtt=0.0.9…",netral
"Akankah Geary berhasil melalui quantum tunnel? Siapakah pembalap misterius yang tiba-tiba muncul? Nantikan segera, Race Against Time Episode 2 akan tayang tanggal 5 Januari 2024 hanya di YouTube...",netral
Di Jepang mereka stop produksi. Di sini? ?Translate post,netral
Sejak kapan QC daihatsu indonesia lebih bagus dari jepang?Translate post,netral
"Daihatsu Indonesia · @DaihatsuInd. ·. May 6. Kirim jawaban Sahabat dan akan ada 200 ribu saldo Astrapay untuk 4 orang yang beruntung! Syaratnya: - Follow. @ (@) on X Kirim jawaban Sahabat dan akan ada 200 ribu saldo Astrapay untuk 4 orang yang beruntung!

Syaratnya:

- Follow @DaihatsuInd
- RT &amp; LIKE tweet ini
- Reply jawaban sebanyak-banyaknya dengan hashtag #DaihatsuQuiz

Akun jangan digembok ya ?

#DaihatsuSahabatku",netral
Long weekend ada aja dikasih kerjaan biar ga gabut,netral
"#1 Yang bisa baca maps Ini green flag banget sih, apalagi kalau mau pergi liburan ke tempat baru, pembaca maps bakal jadi kunciannya.Translate post",netral
"Telah terjadi kecelakaan di jalan Provinsi masuk Desa Lebakwangi Jatinegara Kab. Tegal, Jateng mobil Suzuki jeep No.pol G-1463-DE dengan sepeda motor Yamaha Jupiter No. Pol B-6964-CJM dan untuk...",negatif
Bapak-bapak...ibu-ibu...adik...mas...mba...om...tante...pakde...bude monggoh sahur... Video by Ade Narto Irawan #anakdesa,positif
"Ia terlindas mobil Mitsubishi Pajero ketika sedang bermain di depan rumahnya di Jalan Adyaksa, Kecamatan Panakukkang, Makassar, Sulawesi Selatan. Embedded witchita gorft (@asianmalinois) on X 20, silly goofy",negatif
"Ia terlindas mobil Mitsubishi Pajero ketika sedang bermain di depan rumahnya di Jalan Adyaksa, Kecamatan Panakukkang, Makassar, Sulawesi Selatan. Embedded (@) on X Jal ndoro2 mu kui kon ngurus rakyate, ora mung njoget ledek munyuk wae...

Tembok2 itu sudah tidak ada artinya, karena tidak pernah ditujukan untuk melindungi kawula. Saat geger sepoy banyak di antara pangeran yang mestinya memberi teladan di medan tempur dengan memimpin…",negatif
"yang paling berat jadi Jan Ethes, Kakek Presiden 2 Periode, Bapak Walikota dan Wakil Presiden, Paman Ketum Partai, Om Walikota ?",netral
"Tbtb kepengen beli mobil Wuling Almaz, cuma duit dicelengan udah brp ya, mana nabungnya gope sama seribu yg koinan lagi.",netral
Butuh modal buat jajan? Reply tweet ini dengan tipe mobil Daihatsu yang kamu tahu. Bakal ada saldo Astrapay 100ribu untuk 3 orang beruntung. Let’s Go!Translate post,netral
"Berita nya, I nova menabraknya, padahal Harvey yg ambil jalur innova. Arogan di Jalan Raya @harleydavidson @pajeronesia @Toyota_Fortuner #viralvideo #safetyrider",negatif
Miracles are not impossible...,netral
Latihan sebelum tinggal di jakarta beneran,netral
"Oke, rumus rumus mengetahui mobil Honda yang overprice itu kira kira sebagai berikut : Brio : Mobil HRV : Brio rajin ngegym sama dikasih protein pembesar E N D (@zefanyaendah) on X semua orang tidak harus menyukaiku, dan aku tidak peduli.",netral
Apr 26. 07.08: Info awal #kecelakaan tunggal di dekat rest area Tol Sidoarjo arah Surabaya. Kecelakaan melibatkan mobil suzuki baleno. Data lengkap belum Ezaba (@bazababaza) on X Ordinary person/Kadang Introvert,negatif
"Velg Axio Yamaha R15 Tapak Lebar 3Inc 4,5 Inci Disc Depan Belakang KJCFMJT https://invl.io/clg4233?iddbhZR",netral
"HI everyone just drop my first art on @hicetnunc2000 @AliansiSeniNFT hope you guys like it ""HUNTER"" 6/6 Editions, for 0.5 tez. https://hicetnunc.xyz/objkt/319229 #nftcollectors #nftcollector...",netral
"Seorang balita berusia 15 bulan mengalami kecelakaan tragis. Ia terlindas mobil Mitsubishi Pajero ketika sedang bermain di depan rumahnya di Jalan Adyaksa, Prasetya Aji (@z_aj1xx) on X So many people who love you. Don't focus on the people who don't ? keep positive ""new acc"" ? Turut serta membantu mencerdaskan anak bangsa",negatif
"Selamat Tahun Baru 2024, Toyota Friends! Terima kasih telah melaju bersama Toyota Indonesia. Mari bersama membangun harapan dan perwujudan untuk perubahan yang lebih baik. #ToyotaIndonesia...",positif
Duh terus gimana ya mobil Daihatsu dan Toyota di Indonesia?? Tonton sampai habis deh coba? | Narasi DailyTranslate post,netral
"“Produk yang di Indonesia memenuhi standard yg ada di Indonesia”, masih pada inget nggak lu urusan standard mobil listrik diminta uji emisi ? ya emang sebenernya standardnya kacau aja...",negatif
"Salip Bus dari Lajur Kiri, Mobil Honda City Tabrak Truk di Ngawi, Sopir TewasTranslate post",negatif
"Sebelum klaim garansi, pastikan Suzuki Family tidak melakukan beberapa hal berikut ini! (THREAD) #Suzuki #SuzukiIndonesia #SuzukiTeManBerkendara #YourGearTranslate post",netral
"Jangan asal, biar gak berujung fatal! Ini cara mengatur posisi spion tengah yang benar sebelum berkendara!☝? (THREAD) #Suzuki #SuzukiIndonesia #SuzukiTeManBerkendara #YourGearTranslate post",netral
"Bagaimana cara menghapus culture senioritas dalam perusahaan ? hirarki saja sudah cukup menjaga jarak,apalagi ditambah culture senioritas. bukankah lebih baik diganti dengan asas kekeluargaan...",negatif
"Sebuah video yang menunjukkan anggota Dinas Perhubungan (Dishub) DKI Jakarta naik ke kap mesin mobil Toyota Avanza beredar luas. Dilansir Antara, Kamis (04/01/2024), peristiwa itu terjadi saat...",negatif
"Aipda Suharseno, polisi di Polres Klaten, berdiri di tengah jalan, mengatur lalu lintas. Nahas, dia kemudian tertabrak dan tergilas mobil Hyundai Stargazer yang melaju pelan sembari belok kanan....",negatif
"""Cek Harga Mobil Mitsubishi per Januari 2024, Seluruh Tipe Dapat Diskon Puluhan Juta"" Terpantau sedang ada promo diskon untuk produk mobil Mitsubishi. Promo ini diadakan untuk menghabiskan...",positif
"Mobil Mitsubishi Pajero Sport yang ditabrak oleh bus milik PO Haryanto di di Tol Batang, Jawa Tengah,Minggu (24/12/2023).Translate post",negatif
"18.33: Kecelakaan tunggal mobil Toyota Fortuner posisi mobil terbalik di lajur kanan Ruas Tol Cisumdawu KM 161, dari Cisumdawu arah Cileunyi setelah twin tunnel, cuaca hujan deras, mohon berhati-ha...",negatif
"Masih ada beberapa unit mobil Honda stock lama beberapa type, boleh nih diorder bisa langsung ACC dan dikirim, harga pasti menarik khas hitungan istimewa Ashe Honda Bogor Ashe 081314346513...",positif
Ada cerita di pagi hari ini tetap semangat selalu @RentalAgalessa,positif
Bukan karena Jamur... Ini hal yang bikin kaca mobil kamu berembun saat musim hujan! (THREAD) #Suzuki #SuzukiIndonesia #SuzukiTeManBerkendara #YourGearTranslate post,negatif
Kabin mobil yang lembab karena banyaknya partikel air ketika terkena hawa dingin dari AC mobil yang dingin memicu terbentuknya embun di kaca mobil.Translate post,negatif
"Telah hilang/jatuh kunci remot pcx sepanjang jln gancahan-jln godean sampai jalkab,kunci remot jadi satu sama kunci mobil mitsubishi..bagi yg menemukan bisa dm atau wa 087839122229 |@ArdyYusuf18Tra...",negatif
"Viral Fortuner dengan Pelat Polisi Alami Kecelakaan di Tendean, Mobil sampai Terbalik!Translate post",negatif
"Begini caranya dapat Mobil Wuling Air EV, Motor Vespa Sprint, iPhone 15 Pro, Logam mulia dan Voucher diskon ongkir setiap hari! ?? Modal install aplikasi J&T Express aja, kamu udah bisa...",positif
Penyabar~ Perlu kesabaran ekstra buat melewati cobaan yang terjadi di jalanan ini biar suasana tetap kondusif.Translate post,positif
Kan aku lagi berusaha biar #menangtanpadiundi mobil Wuling AirEV Lite di GEBYAR TRAVELOKA??? http://trv.lk/gebyartraveloka2024-tw…Translate post,positif
Honda Freed: Mobil Honda Kecintaan Mama Muda yang Harga Bekasnya Kini Mulai Tergoreng Jadi Semakin Mahal #TerbaruTranslate post,negatif
"Anda berencana untuk membeli mobil Hyundai dalam waktu dekat, tapi sibuk dengan aktivitas harian?Translate post",negatif
"Daripada capek mengejar doi yang tak pasti, mendingan ngejar yang pasti-pasti aja kayak POIN J&T. Iya BUCIN (Berburu Cari Poin) sama J&T bisa bikin kamu dapat banyak hadiah ? Caranya mudah...",positif
Masih pada mau beli mobil toyota?Translate post,netral
"Mobil Toyota Alphard mengalami kecelakaan di Jalan Jenderal Sudirman, Jakarta Selatan. Mobil berkelir putih tersebut menabrak jalur sepeda hingga ringsek. #GTVNews #GTV #Alphard #Ringsek #MobilHanc...",negatif
"Ekspor Mobil Toyota Capai 285 Ribu Unit pada 2023, Turun 3 Persen https://otomotif.tempo.co/read/1819913/ekspor-mobil-toyota-capai-285-ribu-unit-pada-2023-turun-3-persen?utm_source=Twitter&utm_medi...",positif
"Toyota Indonesia Bicara Target Ekspor Tahun Ini, Capai 300 Ribu Unit https://otomotif.tempo.co/read/1819967/toyota-indonesia-bicara-target-ekspor-tahun-ini-capai-300-ribu-unit?utm_source=Twitter&ut...",positif
????? ???????!? Beberapa fakta menarik terkait turnamen badminton #IndonesiaMasters2024? yang wajib sportlovers tahu Dukung & Saksikan Daihatsu Indonesia...,netral
"Kejadian tadi pagi jam 9.30, di perempatan Pengadilan Negeri Sleman, Mobil Honda Jazz/Brio warna abu2 dari arah barat, pas perempatan ada karimun putih dari arah selatan, mobil Honda Jazz menabrak...",negatif
Paddle shift itu tuas yang tugasnya bantuin kita buat pindahin gigi transmisi otomatis pake jari tanpa perlu meninggalkan kemudi.Translate post,netral
"DIDUGA MOBIL KONSLETING DAN TERBAKAR, PEMILIK DI MOJOKERTO ALAMI LUKA BAKARTranslate post",negatif
"Keluarga Wuling, sambut tahun baru dengan beli mobil baru! Ini saatnya kamu bisa beli mobil Wuling dan dapetin banyak keuntungan di promo New Year New Icon!! #WulingMotors #DriveForABetterLife...",positif
GILA!!! AWAL TAHUN 2024 HONDA INDONESIA LUNCURKAN MOTOR TERBARU - HONDA ... https://youtu.be/9Mko9zXYPrI?si=bWeGoGs4Q0nk-6HL… via @YouTubeTranslate post,positif
Marc Juara 2 balapan MotoGP Le Mans #FrenchGP #MotoGP https://goozir.com/marc-juara-2-race-motogp-le-mans-2024/…,positif
"Lagi road trip ke luar kota, butuh maps tapi tiba-tiba sinyal hilang? Huft kata aku teh! Tapi tenang! Google maps punya maps offline loh, Suzuki Family? #Suzuki #SuzukiIndonesia #SuzukiTeManBerk...",positif
"Rusaknya kabel pengubung~ Pintu mobil dihubungkan dengan kabel, tapi kalo salah satu kabel rusak bakalan berpengaruh sama salah satu pintu. Tapi tenang aja, ini gak akan menimbulkan masalah...",negatif
"Dua orang tewas usai mobil Toyota Fortuner menabrak belakang truk di jalan Tol Jagorawi, Kecamatan Babakan Madang, Kabupaten Bogor.Translate post",negatif
"Main tebak-tebakkan dulu gak sih?? Siapa yang bisa tebak asal daerah dari plat nomor yang bakal dikasih, siap-siap dapetin makanan dari mimin! Reply dengan asal daerahnya ya? B, DK. F....",netral
